state,staterr,varname,race_ethn,age,c_mn,se_tot,c_upr,c_lwr
11,DC,Foster Care,AI/AN,17,0.03300536401721252,0.10337698029243117,0.2356242453903776,0
11,DC,Investigation,AI/AN,17,0.009814310401634649,0.07237669425330773,0.1516726311381178,0
11,DC,Confirmed Maltreatment,AI/AN,17,2.543234994913518e-4,0.01594752744555224,0.031511477292773746,0
11,DC,Termination,AI/AN,17,0.003336331860380848,0.05053822771013951,0.10239125817225428,0
12,FL,Foster Care,AI/AN,17,0.045770817100414404,0.05046240543994561,0.1446771317627078,0
12,FL,Investigation,AI/AN,17,0.17543145230194956,0.06683352921447197,0.30642516956231464,0.04443773504158449
12,FL,Confirmed Maltreatment,AI/AN,17,0.0555768956502517,0.05274535355724232,0.15895778862244664,0
12,FL,Termination,AI/AN,17,0.01107450612500889,0.03571734678058235,0.0810805058149503,0
13,GA,Foster Care,AI/AN,17,0.015127797855647468,0.0418696313516519,0.0971922753048852,0
13,GA,Investigation,AI/AN,17,0.11503329324255339,0.06670517947127207,0.24577544500624665,0
13,GA,Confirmed Maltreatment,AI/AN,17,0.013038586155341828,0.04039710688141438,0.09221691564291401,0
13,GA,Termination,AI/AN,17,0.006132675033122537,0.03344028099660685,0.07167562578647196,0
15,HI,Foster Care,AI/AN,17,0.3957979485302174,0.1536531236047116,0.6969580707954521,0.09463782626498268
15,HI,Investigation,AI/AN,17,0.5908655789178109,0.14589123908760693,0.8768124075295205,0.3049187503061013
15,HI,Confirmed Maltreatment,AI/AN,17,0.36993694435564284,0.15233447560695268,0.6685125165452701,0.07136137216601557
15,HI,Termination,AI/AN,17,0.1465436277988082,0.13561110900373427,0.41234140144612735,0
16,ID,Foster Care,AI/AN,17,0.04871114327140952,0.061077051165456274,0.16842216355570383,0
16,ID,Investigation,AI/AN,17,0.13922427450482797,0.07654536125820897,0.2892531825709176,0
16,ID,Confirmed Maltreatment,AI/AN,17,0.05849369126550953,0.06360245994157583,0.18315451275099814,0
16,ID,Termination,AI/AN,17,0.025311142125995778,0.05188442100367813,0.1270046072932049,0
17,IL,Foster Care,AI/AN,17,0.023323646660367472,0.0471595392509798,0.11575634359228788,0
17,IL,Investigation,AI/AN,17,0.13324381707469676,0.06870854953476346,0.26791257416283315,0
17,IL,Confirmed Maltreatment,AI/AN,17,0.044796227334462146,0.05479958908298473,0.15220342193711223,0
17,IL,Termination,AI/AN,17,0.008258009274185532,0.03612494647686872,0.07906290436884823,0
18,IN,Foster Care,AI/AN,17,0.09188790054814466,0.07770083839872965,0.2441815438096548,0
18,IN,Investigation,AI/AN,17,0.42217143242055843,0.09609081200583228,0.6105094239519897,0.23383344088912716
18,IN,Confirmed Maltreatment,AI/AN,17,0.15993904103200007,0.08672023863160196,0.3299107087499399,0
18,IN,Termination,AI/AN,17,0.016232926760038846,0.05130646380807678,0.11679359582386933,0
19,IA,Foster Care,AI/AN,17,0.24689330627917055,0.09644324541267392,0.4359220672880114,0.057864545270329665
19,IA,Investigation,AI/AN,17,0.5017171358857171,0.09925696707131972,0.6962607913455037,0.30717348042593046
19,IA,Confirmed Maltreatment,AI/AN,17,0.3450345558622029,0.0998364659244577,0.54071402907414,0.14935508265026579
19,IA,Termination,AI/AN,17,0.09382028510714163,0.08014254565551603,0.25089967459195306,0
20,KS,Foster Care,AI/AN,17,0.16744839588100124,0.07843291650164866,0.3211769122242326,0.013719879537769875
20,KS,Investigation,AI/AN,17,0.3038934911750271,0.08523891264287806,0.4709617599550681,0.13682522239498612
20,KS,Confirmed Maltreatment,AI/AN,17,0.07614737898456368,0.0667475527642093,0.2069725824024139,0
20,KS,Termination,AI/AN,17,0.06293555105389614,0.06396712979301016,0.18831112544819603,0
21,KY,Foster Care,AI/AN,17,0.10769376567654454,0.1000578403149517,0.30380713269384985,0
21,KY,Investigation,AI/AN,17,0.5442323001343506,0.11727742212825831,0.7740960475057369,0.3143685527629644
21,KY,Confirmed Maltreatment,AI/AN,17,0.2494623161081026,0.11591708794202252,0.47665980847446676,0.022264823741738465
21,KY,Termination,AI/AN,17,0.030891226661628135,0.07514894455118538,0.17818315798195147,0
22,LA,Foster Care,AI/AN,17,0.021373019822951603,0.05129624974750413,0.12191366932805969,0
22,LA,Investigation,AI/AN,17,0.07403032966104736,0.06854378886242041,0.20837615583139135,0
22,LA,Confirmed Maltreatment,AI/AN,17,0.02587793395165129,0.053693742766025364,0.131117669773061,0
22,LA,Termination,AI/AN,17,0.004493061178368257,0.034705457016732215,0.0725157569311634,0
23,ME,Foster Care,AI/AN,17,0.13790910083070196,0.10677631941624688,0.34719068688654586,0
23,ME,Investigation,AI/AN,17,0.5491654215597019,0.11927170095315219,0.78293795542788025,0.3153928876915236
23,ME,Confirmed Maltreatment,AI/AN,17,0.3061566806557744,0.12054929400192665,0.5424332968995507,0.06988006441199815
23,ME,Termination,AI/AN,17,0.04917893887000535,0.08599248738972608,0.21772421415386847,0
24,MD,Foster Care,AI/AN,17,0.011452060045172671,0.04264022360893117,0.09502689831867776,0
24,MD,Investigation,AI/AN,17,0.09092324634351198,0.06992082861099923,0.22796807042107048,0
24,MD,Confirmed Maltreatment,AI/AN,17,0.018841213833220447,0.04842730404969857,0.11375872977062965,0
24,MD,Termination,AI/AN,17,0.0025198107331370484,0.029376337150081505,0.0600974315472968,0
25,MA,Foster Care,AI/AN,17,0.16315049769841317,0.08445108130980741,0.3286746170656357,0
25,MA,Investigation,AI/AN,17,0.44547172581325817,0.09406918287910347,0.629847324256301,0.26109612737021537
25,MA,Confirmed Maltreatment,AI/AN,17,0.2466068004375036,0.09082576837397098,0.4246253064504867,0.0685882944245205
25,MA,Termination,AI/AN,17,0.09027724767831155,0.07571412904482924,0.23867694060617686,0
26,MI,Foster Care,AI/AN,17,0.09872580441814614,0.05922973917153234,0.21481609319434952,0
26,MI,Investigation,AI/AN,17,0.39879859943855106,0.07304071216877142,0.541958395289343,0.2556388035877591
26,MI,Confirmed Maltreatment,AI/AN,17,0.22954326070734954,0.06930362349959276,0.36537836276655133,0.09370815864814772
26,MI,Termination,AI/AN,17,0.043252983881179013,0.04916499863985279,0.13961638121529046,0
27,MN,Foster Care,AI/AN,17,0.46545659293596975,0.0675290645055014,0.5978135593667525,0.333099626505187
27,MN,Investigation,AI/AN,17,0.6397542621328943,0.063619286977315,0.7644480646084317,0.5150604596573569
27,MN,Confirmed Maltreatment,AI/AN,17,0.35668544804339364,0.0675486748854441,0.4890808508188641,0.2242900452679232
27,MN,Termination,AI/AN,17,0.1315517509382188,0.05844694066143845,0.24610775463463816,0.016995747241799447
28,MS,Foster Care,AI/AN,17,0.02790268378210517,0.0627793510033872,0.15095021174874407,0
28,MS,Investigation,AI/AN,17,0.13687582097025103,0.0894987937269128,0.3122934566750001,0
28,MS,Confirmed Maltreatment,AI/AN,17,0.053527129797704034,0.07317121293089382,0.19694270714225592,0
28,MS,Termination,AI/AN,17,0.0038236173780470256,0.038502265098138845,0.07928805697039916,0
29,MO,Foster Care,AI/AN,17,0.07512814448545907,0.06682702206278378,0.20610910772851526,0
29,MO,Investigation,AI/AN,17,0.28269674596574557,0.08489007601285765,0.44908129495094656,0.11631219698054457
29,MO,Confirmed Maltreatment,AI/AN,17,0.038242019047516104,0.057298684461006534,0.1505474405910889,0
29,MO,Termination,AI/AN,17,0.017035053484336093,0.046951941633972746,0.10906085908692267,0
30,MT,Foster Care,AI/AN,17,0.29679753867180025,0.06845697049513777,0.4309732008422703,0.16262187650133023
30,MT,Investigation,AI/AN,17,0.48705675908319523,0.06938300487974738,0.6230474486475002,0.35106606951889036
30,MT,Confirmed Maltreatment,AI/AN,17,0.2996512263022739,0.06862065326346785,0.43414770669867087,0.16515474590587695
30,MT,Termination,AI/AN,17,0.08770473168647815,0.05533203391184756,0.19615551815369936,0
31,NE,Foster Care,AI/AN,17,0.2145900920696917,0.07999398320751824,0.37137829915642745,0.057801884982955964
31,NE,Investigation,AI/AN,17,0.5396034821165194,0.08235303544636934,0.7010154315914033,0.3781915326416355
31,NE,Confirmed Maltreatment,AI/AN,17,0.22347124603219345,0.07961285265433729,0.3795124372346945,0.06743005482969236
31,NE,Termination,AI/AN,17,0.0658043577533615,0.06301798490130617,0.1893196081599216,0
32,NV,Foster Care,AI/AN,17,0.06802852578170132,0.060386471925571214,0.1863860107558209,0
32,NV,Investigation,AI/AN,17,0.16775375959276692,0.07257314173152205,0.3099971173865501,0.02551040179898373
32,NV,Confirmed Maltreatment,AI/AN,17,0.06921837659549925,0.06051870595495364,0.18783504026720838,0
32,NV,Termination,AI/AN,17,0.02098156009905834,0.04567837557395499,0.11051117622401012,0
33,NH,Foster Care,AI/AN,17,0.09883036468692463,0.12815613975451035,0.3500163986057649,0
33,NH,Investigation,AI/AN,17,0.511397012779505,0.15588502149777314,0.8169316549151404,0.20586237064386964
33,NH,Confirmed Maltreatment,AI/AN,17,0.11723522898362392,0.1338872659238286,0.37965427019432796,0
33,NH,Termination,AI/AN,17,0.03699676975837152,0.10263121239185864,0.23815394604641446,0
34,NJ,Foster Care,AI/AN,17,0.0099395787147738,0.03959697320959234,0.08754964620557477,0
34,NJ,Investigation,AI/AN,17,0.10589046413780699,0.06820020390819317,0.23956286379786562,0
34,NJ,Confirmed Maltreatment,AI/AN,17,0.010942076803907005,0.040338572287313114,0.0900056784870407,0
34,NJ,Termination,AI/AN,17,0.005390896430281331,0.03393323017587089,0.07190002757498827,0
35,NM,Foster Care,AI/AN,17,0.04305817413071021,0.03735538896308536,0.11627473649835751,0
35,NM,Investigation,AI/AN,17,0.3181927575862534,0.05454172801374058,0.42509454449318496,0.2112909706793219
35,NM,Confirmed Maltreatment,AI/AN,17,0.17062452615999602,0.05014187581555948,0.2689026027584926,0.07234644956149944
35,NM,Termination,AI/AN,17,0.010655010419110558,0.02657091495428091,0.06273400372950114,0
36,NY,Foster Care,AI/AN,17,0.026702827739903914,0.03653196171480679,0.09830547270092523,0
36,NY,Investigation,AI/AN,17,0.19463968046653835,0.05651477736237789,0.305408644096799,0.08387071683627768
36,NY,Confirmed Maltreatment,AI/AN,17,0.10146243851025374,0.049803502840989576,0.1990773040785933,0.003847572941914179
36,NY,Termination,AI/AN,17,0.006990652230298128,0.026414006940558857,0.05876210583379349,0
37,NC,Foster Care,AI/AN,17,0.061613249810735515,0.044335248216300555,0.1485103363146846,0
37,NC,Investigation,AI/AN,17,0.2798495141179153,0.058855120971221433,0.3952055512215093,0.16449347701432132
37,NC,Confirmed Maltreatment,AI/AN,17,0.059698319347919984,0.04406522267090393,0.14606615578289167,0
37,NC,Termination,AI/AN,17,0.010357264456269416,0.028847227521668316,0.06689783039873931,0
38,ND,Foster Care,AI/AN,17,0.2590876461194329,0.07631221713560833,0.40865959170522526,0.1095157005336406
38,ND,Investigation,AI/AN,17,0.4849445388601295,0.07779921213086763,0.6374309946366301,0.33245808308362895
38,ND,Confirmed Maltreatment,AI/AN,17,0.3000238919695233,0.07726902733530781,0.4514711855467266,0.14857659839231996
38,ND,Termination,AI/AN,17,0.08358348933450158,0.06200206380157851,0.20510753438559545,0
39,OH,Foster Care,AI/AN,17,0.22231062828860737,0.08425024430520334,0.3874411071268059,0.057180149450408835
39,OH,Investigation,AI/AN,17,0.3799828362706586,0.0888539980125783,0.5541366723753121,0.20582900016600514
39,OH,Confirmed Maltreatment,AI/AN,17,0.21280388078631837,0.08375755881399546,0.3769686960617495,0.04863906551088726
39,OH,Termination,AI/AN,17,0.06086043805566177,0.0651589647515927,0.18857200896878346,0
40,OK,Foster Care,AI/AN,17,0.17582538327342445,0.04328943898610131,0.260672683686183,0.09097808286066589
40,OK,Investigation,AI/AN,17,0.5785908857375568,0.045825703872206254,0.668409265327081,0.4887725061480325
40,OK,Confirmed Maltreatment,AI/AN,17,0.33828205654703,0.047121421237875605,0.4306400421732661,0.2459240709207938
40,OK,Termination,AI/AN,17,0.09374009106780434,0.038131436862699965,0.16847770731869627,0.019002474816912418
41,OR,Foster Care,AI/AN,17,0.17312221705065284,0.06456122834284998,0.2996622246026388,0.04658220949866687
41,OR,Investigation,AI/AN,17,0.4971756234014704,0.07026015910486043,0.6348855352469969,0.359465711555944
41,OR,Confirmed Maltreatment,AI/AN,17,0.2742438178004842,0.06922916534871999,0.40993298188397537,0.138554653716993
41,OR,Termination,AI/AN,17,0.028390178900692717,0.04335965453213646,0.11337510178368017,0
42,PA,Foster Care,AI/AN,17,0.03293757562806354,0.05064460200313857,0.13220099555421513,0
42,PA,Investigation,AI/AN,17,0.15426866353370772,0.0714673671800562,0.2943447032066179,0.014192623860797587
42,PA,Confirmed Maltreatment,AI/AN,17,0.01757582713659854,0.04391066763455471,0.10364073570032577,0
42,PA,Termination,AI/AN,17,0.011868053843859971,0.03941328699369355,0.08911809635149932,0
44,RI,Foster Care,AI/AN,17,0.09390685903209227,0.09141098311339874,0.2730723859343538,0
44,RI,Investigation,AI/AN,17,0.16232657538571077,0.10101552863115071,0.3603170115027662,0
44,RI,Confirmed Maltreatment,AI/AN,17,0.08171539986330578,0.08721330630107313,0.2526534802134091,0
44,RI,Termination,AI/AN,17,0.05578710062384222,0.07964159354021244,0.2118846239626586,0
45,SC,Foster Care,AI/AN,17,0.02838265870080431,0.059125522457937556,0.1442686827183619,0
45,SC,Investigation,AI/AN,17,0.13216831555344513,0.08353649360132322,0.29589984301203864,0
45,SC,Confirmed Maltreatment,AI/AN,17,0.04906585107311946,0.06739304086515917,0.1811562111688314,0
45,SC,Termination,AI/AN,17,0.005485743570208701,0.03925469346742621,0.08242494276636407,0
46,SD,Foster Care,AI/AN,17,0.2200695163941307,0.06243661803035657,0.3424452877336296,0.09769374505463181
46,SD,Investigation,AI/AN,17,0.367745590798598,0.06577614771126337,0.49666684031267416,0.23882434128452176
46,SD,Confirmed Maltreatment,AI/AN,17,0.22557365850611336,0.06257075633211075,0.34821234091705044,0.1029349760951763
46,SD,Termination,AI/AN,17,0.06462640033322431,0.04923252740795129,0.16112215405280883,0
47,TN,Foster Care,AI/AN,17,0.054390503904685694,0.06701781795575457,0.18574542709796465,0
47,TN,Investigation,AI/AN,17,0.40151189521260966,0.09258141791326994,0.5829714743226188,0.22005231610260056
47,TN,Confirmed Maltreatment,AI/AN,17,0.08637283067412559,0.07348779795946475,0.2304089146746765,0
47,TN,Termination,AI/AN,17,0.007132575484745551,0.04076889380759215,0.08703960734762617,0
48,TX,Foster Care,AI/AN,17,0.021563017236654325,0.031866590381949444,0.08402153438527524,0
48,TX,Investigation,AI/AN,17,0.189530286894379,0.050603927148029956,0.2887139841045177,0.0903465896842403
48,TX,Confirmed Maltreatment,AI/AN,17,0.05354446649177072,0.03938118217677805,0.1307315835582557,0
48,TX,Termination,AI/AN,17,0.010303026977313626,0.02663214488598771,0.06250203095384954,0
49,UT,Foster Care,AI/AN,17,0.07888780421613505,0.06003728396844048,0.1965608807942784,0
49,UT,Investigation,AI/AN,17,0.2597064140103077,0.07486566750616688,0.40644312232239477,0.1129697056982206
49,UT,Confirmed Maltreatment,AI/AN,17,0.1738332550295888,0.0703126632883195,0.311646075074695,0.03602043498448257
49,UT,Termination,AI/AN,17,0.02440785580083847,0.04552285599296936,0.11363265354705841,0
50,VT,Foster Care,AI/AN,17,0.08710247548866623,0.14158406400807028,0.364607240944484,0
50,VT,Investigation,AI/AN,17,0.19905824345579293,0.16732188273804363,0.5270091336223585,0
50,VT,Confirmed Maltreatment,AI/AN,17,0.056233280909951694,0.12799703638064625,0.3071074722160183,0
50,VT,Termination,AI/AN,17,0.01189366497832936,0.08177857223550353,0.17217966655991626,0
51,VA,Foster Care,AI/AN,17,0.009415856143626458,0.04119150603355934,0.09015120796940276,0
51,VA,Investigation,AI/AN,17,0.11671384720475589,0.07403115236682865,0.26181490584374,0
51,VA,Confirmed Maltreatment,AI/AN,17,0.01564433542672311,0.04704743001407612,0.10785729825431231,0
51,VA,Termination,AI/AN,17,0.004676744815272693,0.034952451616814074,0.07318354998422828,0
53,WA,Foster Care,AI/AN,17,0.16646311932604865,0.05315388241455555,0.27064472885857754,0.062281509793519776
53,WA,Investigation,AI/AN,17,0.39122190825769765,0.058628949787819955,0.5061346498418248,0.27630916667357053
53,WA,Confirmed Maltreatment,AI/AN,17,0.12650277931358567,0.05045417746576565,0.22539296714648632,0.027612591480684998
53,WA,Termination,AI/AN,17,0.05266194452457791,0.04159226055167348,0.13418277520585792,0
54,WV,Foster Care,AI/AN,17,0.14338841799589425,0.14915431549026387,0.4357308763568114,0
54,WV,Investigation,AI/AN,17,0.7696546614815075,0.13782421902516176,1,0.4995191921921905
54,WV,Confirmed Maltreatment,AI/AN,17,0.09884800645080329,0.13713354852276752,0.3676297615554276,0
54,WV,Termination,AI/AN,17,0.07564985328836976,0.13092751090044408,0.33226777465324014,0
55,WI,Foster Care,AI/AN,17,0.1972365480395167,0.0670429194769347,0.32864067021430876,0.06583242586472468
55,WI,Investigation,AI/AN,17,0.4286792448488979,0.07183550514891804,0.5694768349407773,0.28788165475701855
55,WI,Confirmed Maltreatment,AI/AN,17,0.17165479224731522,0.06533268274714453,0.2997068504317185,0.04360273406291196
55,WI,Termination,AI/AN,17,0.02992737838475537,0.04438676868072004,0.11692544499896665,0
56,WY,Foster Care,AI/AN,17,0.08752896691460582,0.08151944664344866,0.2473070823357652,0
56,WY,Investigation,AI/AN,17,0.19373926993631918,0.09492408589105428,0.37979047828278556,0.0076880615898528015
56,WY,Confirmed Maltreatment,AI/AN,17,0.091210130381132,0.0816963794807884,0.25133503416347724,0
56,WY,Termination,AI/AN,17,0.007919832678600774,0.045764087906062914,0.09761744497448409,0
1,AL,Foster Care,Asian/PI,17,0.017588132726557126,0.042018146074319015,0.09994369903222239,0
1,AL,Investigation,Asian/PI,17,0.10206145056279958,0.06305466623382262,0.22564859638109191,0
1,AL,Confirmed Maltreatment,Asian/PI,17,0.029151521060826302,0.047426516487704976,0.12210749337672805,0
1,AL,Termination,Asian/PI,17,0.0032859336938416694,0.027815380169678716,0.057804078826411955,0
2,AK,Foster Care,Asian/PI,17,0.06804832147865061,0.06132028534871397,0.18823608076213,0
2,AK,Investigation,Asian/PI,17,0.3465816361625276,0.0810044795854055,0.5053504161499224,0.1878128561751328
2,AK,Confirmed Maltreatment,Asian/PI,17,0.11453577696374874,0.0685526573489548,0.24889898536770017,0
2,AK,Termination,Asian/PI,17,0.01774732325407953,0.044432237117848744,0.10483450800506307,0
4,AZ,Foster Care,Asian/PI,17,0.03273625500189227,0.036514574519024415,0.10430482105918013,0
4,AZ,Investigation,Asian/PI,17,0.2403487146508571,0.054898551955614945,0.3479498764838624,0.13274755281785183
4,AZ,Confirmed Maltreatment,Asian/PI,17,0.044179759515140596,0.03924982791656019,0.12110942223159857,0
4,AZ,Termination,Asian/PI,17,0.010188958884774946,0.027478355967950306,0.06404653658195755,0
5,AR,Foster Care,Asian/PI,17,0.042546415934507656,0.05367923426857469,0.14775771510091404,0
5,AR,Investigation,Asian/PI,17,0.4918338032994567,0.0785080282076466,0.645709538586444,0.33795806801246936
5,AR,Confirmed Maltreatment,Asian/PI,17,0.09530278168341613,0.06446516402627017,0.22165450317490568,0
5,AR,Termination,Asian/PI,17,0.009688320787332075,0.03747184846325131,0.08313314377530463,0
6,CA,Foster Care,Asian/PI,17,0.018600331322003574,0.015094605375574718,0.04818575785813002,0
6,CA,Investigation,Asian/PI,17,0.146381992734671,0.023945036587197658,0.19331426444557842,0.0994497210237636
6,CA,Confirmed Maltreatment,Asian/PI,17,0.03186200862673853,0.0171550634052055,0.06548593290094132,0
6,CA,Termination,Asian/PI,17,0.004149852174339663,0.01043324443723941,0.024599011271328908,0
8,CO,Foster Care,Asian/PI,17,0.01902814853309892,0.033618777328504094,0.08492095209696694,0
8,CO,Investigation,Asian/PI,17,0.1858069582166636,0.05549357937831219,0.2945743737981555,0.07703954263517171
8,CO,Confirmed Maltreatment,Asian/PI,17,0.0647891162155019,0.04487289811326608,0.15273999651750342,0
8,CO,Termination,Asian/PI,17,0.003817757601231042,0.02265799157473483,0.04822742108771131,0
9,CT,Foster Care,Asian/PI,17,0.006730809570750673,0.027580590948962855,0.06078876783071787,0
9,CT,Investigation,Asian/PI,17,0.10038589568646433,0.05218157689651596,0.2026617864036356,0
9,CT,Confirmed Maltreatment,Asian/PI,17,0.04122621648983381,0.04276541097757516,0.12504642200588112,0
9,CT,Termination,Asian/PI,17,7.595094115039197e-4,0.016034560884166885,0.032187248744471014,0
10,DE,Foster Care,Asian/PI,17,0.0019765799225323066,0.02974378740558495,0.060274403237478805,0
10,DE,Investigation,Asian/PI,17,0.11842182888790258,0.07842261317299934,0.27213015070698127,0
10,DE,Confirmed Maltreatment,Asian/PI,17,0.0229136285526442,0.0541366955285279,0.1290215517885589,0
10,DE,Termination,Asian/PI,17,0.0010790336657032773,0.024972429796562355,0.05002499606696549,0
11,DC,Foster Care,Asian/PI,17,0.010143369948922731,0.05722777968848398,0.12230981813835133,0
11,DC,Investigation,Asian/PI,17,0.040555972694285194,0.07923176861519331,0.19585023918006406,0
11,DC,Confirmed Maltreatment,Asian/PI,17,0.00469303900812329,0.04762696816215244,0.09804189660594208,0
11,DC,Termination,Asian/PI,17,5.822416302765365e-4,0.024129684104401337,0.04787642247490315,0
12,FL,Foster Care,Asian/PI,17,0.010861286531577335,0.02309159626033513,0.05612081520183419,0
12,FL,Investigation,Asian/PI,17,0.18734608000021918,0.04350628031369067,0.2726183894150529,0.10207377058538547
12,FL,Confirmed Maltreatment,Asian/PI,17,0.031565069162362167,0.029845041779354677,0.09006135104989733,0
12,FL,Termination,Asian/PI,17,0.0032030610059721742,0.01700762469139021,0.03653800540109699,0
13,GA,Foster Care,Asian/PI,17,0.005105046409863825,0.02008322707851536,0.04446817148375393,0
13,GA,Investigation,Asian/PI,17,0.15067198739673013,0.0439990650030446,0.23691015480269756,0.06443381999076271
13,GA,Confirmed Maltreatment,Asian/PI,17,0.013233757409959926,0.02530843527061804,0.06283829054037128,0
13,GA,Termination,Asian/PI,17,0.0011963903761128547,0.013930409466196739,0.028499992929858463,0
15,HI,Foster Care,Asian/PI,17,0.047574130871156695,0.0283916623655878,0.10322178910770878,0
15,HI,Investigation,Asian/PI,17,0.12729361637666836,0.03517393875412406,0.19623453633475152,0.05835269641858522
15,HI,Confirmed Maltreatment,Asian/PI,17,0.05909219126446466,0.02984655506062451,0.1175914391832887,5.929433456406258e-4
15,HI,Termination,Asian/PI,17,0.012330321872175004,0.020472717739970874,0.052456848642517914,0
16,ID,Foster Care,Asian/PI,17,0.019037942577157393,0.05339370687942513,0.12368960806083064,0
16,ID,Investigation,Asian/PI,17,0.08502907786168269,0.07551054741402005,0.23302975079316202,0
16,ID,Confirmed Maltreatment,Asian/PI,17,0.023267560829541067,0.056110792735271114,0.13324471459067244,0
16,ID,Termination,Asian/PI,17,0.008578716572527595,0.04415143546005984,0.09511553007424488,0
17,IL,Foster Care,Asian/PI,17,0.002620060681765346,0.015462088726410948,0.032925754585530806,0
17,IL,Investigation,Asian/PI,17,0.17537386978206465,0.0411270341365303,0.25598285668966403,0.09476488287446526
17,IL,Confirmed Maltreatment,Asian/PI,17,0.03186243975859403,0.02850767823364723,0.08773748909654261,0
17,IL,Termination,Asian/PI,17,9.296834892963401e-4,0.011906750584910876,0.024266914635721656,0
18,IN,Foster Care,Asian/PI,17,0.020024934101028805,0.03584195753163873,0.09027517086304071,0
18,IN,Investigation,Asian/PI,17,0.2876158668543198,0.06193078773576231,0.4090002108164139,0.16623152289222565
18,IN,Confirmed Maltreatment,Asian/PI,17,0.050520115349883224,0.044645487473144,0.13802527079724547,0
18,IN,Termination,Asian/PI,17,0.0020196478768295945,0.020225228296054443,0.041661095337096304,0
19,IA,Foster Care,Asian/PI,17,0.03942850525104481,0.04961115518611266,0.1366663694158256,0
19,IA,Investigation,Asian/PI,17,0.2165564846455853,0.07041126325187336,0.35456256061925706,0.07855040867191351
19,IA,Confirmed Maltreatment,Asian/PI,17,0.08141597282320369,0.0585189567987394,0.1961131281487329,0
19,IA,Termination,Asian/PI,17,0.013695115448116399,0.03825180898770018,0.08866866106400874,0
20,KS,Foster Care,Asian/PI,17,0.015382850031062989,0.038628937255234225,0.09109556705132207,0
20,KS,Investigation,Asian/PI,17,0.17004945107071265,0.06613991100478278,0.2996836766400869,0.04041522550133839
20,KS,Confirmed Maltreatment,Asian/PI,17,0.022087493486399212,0.042185038708216785,0.1047701693545041,0
